assignment_id,worker_id,task_id,estimated_duration_x,actual_duration,quality_score,success_score,completed_on_time,years_experience,primary_skill,skill_level,reliability_score,avg_task_completion_rate,task_type,required_skill_level,estimated_duration_y,priority,complexity
A243,W005,T002,16,19.1,75.9,80.6,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A244,W001,T002,16,19.5,88.9,84.8,False,1,Carpentry,4,0.72,1.15,Framing,2,16,1,3
A245,W002,T008,4,3.8,61.0,87.5,True,6,General Labor,2,0.63,0.99,Finishing,2,4,1,5
A246,W009,T001,20,22.3,100.0,93.7,False,9,Electrical,5,0.61,1.02,Foundation Work,4,20,1,5
A247,W002,T006,9,8.7,64.0,87.5,True,6,General Labor,2,0.63,0.99,Plumbing Installation,4,9,1,4
A248,W001,T001,20,24.3,98.3,88.6,False,1,Carpentry,4,0.72,1.15,Foundation Work,4,20,1,5
A249,W010,T001,20,18.0,100.0,106.7,True,17,Plumbing,5,0.68,0.95,Foundation Work,4,20,1,5
A250,W010,T003,13,11.3,100.0,108.9,True,17,Plumbing,5,0.68,0.95,Plumbing Installation,1,13,3,1
A251,W008,T002,16,11.0,61.3,111.9,True,17,HVAC,2,0.84,0.8,Framing,2,16,1,3
A252,W007,T009,17,18.5,100.0,95.2,True,13,Plumbing,5,0.65,1.14,Framing,3,17,2,3
A253,W009,T007,6,6.4,100.0,96.2,True,9,Electrical,5,0.61,1.02,Finishing,2,6,1,3
A254,W001,T004,13,15.6,99.9,89.8,False,1,Carpentry,4,0.72,1.15,Electrical Installation,2,13,1,3
A255,W007,T002,16,17.8,100.0,94.0,False,13,Plumbing,5,0.65,1.14,Framing,2,16,1,3
A256,W006,T010,23,18.8,100.0,113.6,True,9,General Labor,5,0.93,0.86,Foundation Work,2,23,3,3
A257,W006,T007,6,4.9,100.0,113.2,True,9,General Labor,5,0.93,0.86,Finishing,2,6,1,3
A258,W007,T008,4,4.0,100.0,100.1,True,13,Plumbing,5,0.65,1.14,Finishing,2,4,1,5
A259,W006,T006,9,8.1,100.0,106.8,True,9,General Labor,5,0.93,0.86,Plumbing Installation,4,9,1,4
A260,W001,T010,23,30.1,97.6,84.9,False,1,Carpentry,4,0.72,1.15,Foundation Work,2,23,3,3
A261,W003,T001,20,23.4,68.1,78.4,False,5,Carpentry,2,0.7,1.08,Foundation Work,4,20,1,5
A262,W010,T005,20,18.9,100.0,103.4,True,17,Plumbing,5,0.68,0.95,Foundation Work,5,20,3,4
A263,W002,T007,6,6.3,66.4,83.8,True,6,General Labor,2,0.63,0.99,Finishing,2,6,1,3
A264,W008,T004,13,10.0,60.3,102.4,True,17,HVAC,2,0.84,0.8,Electrical Installation,2,13,1,3
A265,W001,T007,6,7.3,80.7,81.6,False,1,Carpentry,4,0.72,1.15,Finishing,2,6,1,3
A266,W006,T004,13,12.3,100.0,103.6,True,9,General Labor,5,0.93,0.86,Electrical Installation,2,13,1,3
A267,W009,T006,9,9.4,100.0,97.3,True,9,Electrical,5,0.61,1.02,Plumbing Installation,4,9,1,4
A268,W002,T010,23,25.9,61.1,77.7,False,6,General Labor,2,0.63,0.99,Foundation Work,2,23,3,3
A269,W001,T007,6,6.8,87.3,87.6,False,1,Carpentry,4,0.72,1.15,Finishing,2,6,1,3
A270,W006,T002,16,14.8,100.0,105.0,True,9,General Labor,5,0.93,0.86,Framing,2,16,1,3
A271,W008,T010,23,15.4,69.1,117.0,True,17,HVAC,2,0.84,0.8,Foundation Work,2,23,3,3
A272,W007,T010,23,25.0,100.0,95.2,True,13,Plumbing,5,0.65,1.14,Foundation Work,2,23,3,3
A273,W003,T006,9,11.0,62.6,74.3,False,5,Carpentry,2,0.7,1.08,Plumbing Installation,4,9,1,4
A274,W008,T009,17,13.1,68.0,105.2,True,17,HVAC,2,0.84,0.8,Framing,3,17,2,3
A275,W006,T008,4,3.4,100.0,110.2,True,9,General Labor,5,0.93,0.86,Finishing,2,4,1,5
A276,W010,T005,20,17.8,100.0,107.6,True,17,Plumbing,5,0.68,0.95,Foundation Work,5,20,3,4
A277,W007,T008,4,4.8,100.0,89.8,False,13,Plumbing,5,0.65,1.14,Finishing,2,4,1,5
A278,W005,T004,13,16.1,71.9,77.3,False,2,General Labor,3,0.8,1.15,Electrical Installation,2,13,1,3
A279,W006,T004,13,11.0,100.0,111.2,True,9,General Labor,5,0.93,0.86,Electrical Installation,2,13,1,3
A280,W008,T010,23,18.1,69.0,104.0,True,17,HVAC,2,0.84,0.8,Foundation Work,2,23,3,3
A281,W002,T004,13,13.1,68.5,86.9,True,6,General Labor,2,0.63,0.99,Electrical Installation,2,13,1,3
A282,W009,T006,9,9.1,100.0,99.4,True,9,Electrical,5,0.61,1.02,Plumbing Installation,4,9,1,4
A283,W004,T006,9,9.1,81.7,92.3,True,14,HVAC,4,0.74,1.09,Plumbing Installation,4,9,1,4
A284,W002,T010,23,22.4,65.2,87.8,True,6,General Labor,2,0.63,0.99,Foundation Work,2,23,3,3
A285,W008,T001,20,13.9,69.3,113.9,True,17,HVAC,2,0.84,0.8,Foundation Work,4,20,1,5
A286,W010,T005,20,17.2,100.0,109.9,True,17,Plumbing,5,0.68,0.95,Foundation Work,5,20,3,4
A287,W007,T010,23,24.3,100.0,96.7,True,13,Plumbing,5,0.65,1.14,Foundation Work,2,23,3,3
A288,W008,T007,6,4.5,60.4,103.7,True,17,HVAC,2,0.84,0.8,Finishing,2,6,1,3
A289,W004,T005,20,22.4,97.6,92.5,False,14,HVAC,4,0.74,1.09,Foundation Work,5,20,3,4
A290,W003,T001,20,21.2,60.3,80.6,True,5,Carpentry,2,0.7,1.08,Foundation Work,4,20,1,5
A291,W010,T010,23,19.0,100.0,112.7,True,17,Plumbing,5,0.68,0.95,Foundation Work,2,23,3,3
A292,W001,T009,17,20.5,91.8,86.4,False,1,Carpentry,4,0.72,1.15,Framing,3,17,2,3
A293,W008,T008,4,3.0,62.0,104.6,True,17,HVAC,2,0.84,0.8,Finishing,2,4,1,5
A294,W005,T008,4,4.5,76.9,83.6,False,2,General Labor,3,0.8,1.15,Finishing,2,4,1,5
A295,W003,T004,13,13.7,61.3,81.4,True,5,Carpentry,2,0.7,1.08,Electrical Installation,2,13,1,3
A296,W007,T001,20,20.8,100.0,97.8,True,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A297,W007,T001,20,20.5,100.0,98.5,True,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A298,W008,T007,6,4.3,60.0,106.9,True,17,HVAC,2,0.84,0.8,Finishing,2,6,1,3
A299,W007,T009,17,17.7,100.0,97.6,True,13,Plumbing,5,0.65,1.14,Framing,3,17,2,3
A300,W009,T003,13,14.7,100.0,93.1,False,9,Electrical,5,0.61,1.02,Plumbing Installation,1,13,3,1
A301,W009,T009,17,19.1,100.0,93.5,False,9,Electrical,5,0.61,1.02,Framing,3,17,2,3
A302,W010,T006,9,6.9,100.0,117.8,True,17,Plumbing,5,0.68,0.95,Plumbing Installation,4,9,1,4
A303,W002,T001,20,19.8,65.2,86.5,True,6,General Labor,2,0.63,0.99,Foundation Work,4,20,1,5
A304,W008,T003,13,9.8,68.1,107.2,True,17,HVAC,2,0.84,0.8,Plumbing Installation,1,13,3,1
A305,W003,T004,13,14.9,65.9,78.7,False,5,Carpentry,2,0.7,1.08,Electrical Installation,2,13,1,3
A306,W001,T004,13,14.8,84.1,86.5,False,1,Carpentry,4,0.72,1.15,Electrical Installation,2,13,1,3
A307,W004,T009,17,18.1,98.4,95.7,True,14,HVAC,4,0.74,1.09,Framing,3,17,2,3
A308,W010,T001,20,17.1,100.0,110.1,True,17,Plumbing,5,0.68,0.95,Foundation Work,4,20,1,5
A309,W004,T003,13,13.2,83.5,92.6,True,14,HVAC,4,0.74,1.09,Plumbing Installation,1,13,3,1
A310,W005,T003,13,17.7,70.9,72.3,False,2,General Labor,3,0.8,1.15,Plumbing Installation,1,13,3,1
A311,W008,T001,20,14.5,65.9,108.9,True,17,HVAC,2,0.84,0.8,Foundation Work,4,20,1,5
A312,W003,T009,17,20.7,60.6,73.5,False,5,Carpentry,2,0.7,1.08,Framing,3,17,2,3
A313,W005,T002,16,18.3,75.6,82.8,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A314,W004,T004,13,12.5,97.8,101.5,True,14,HVAC,4,0.74,1.09,Electrical Installation,2,13,1,3
A315,W003,T007,6,7.3,61.1,73.8,False,5,Carpentry,2,0.7,1.08,Finishing,2,6,1,3
A316,W006,T004,13,11.4,100.0,108.5,True,9,General Labor,5,0.93,0.86,Electrical Installation,2,13,1,3
A317,W001,T009,17,21.2,82.0,80.8,False,1,Carpentry,4,0.72,1.15,Framing,3,17,2,3
A318,W008,T004,13,9.3,62.3,109.1,True,17,HVAC,2,0.84,0.8,Electrical Installation,2,13,1,3
A319,W005,T005,20,25.8,70.9,74.9,False,2,General Labor,3,0.8,1.15,Foundation Work,5,20,3,4
A320,W007,T001,20,23.7,100.0,90.6,False,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A321,W010,T005,20,17.3,100.0,109.4,True,17,Plumbing,5,0.68,0.95,Foundation Work,5,20,3,4
A322,W002,T001,20,19.8,66.5,87.3,True,6,General Labor,2,0.63,0.99,Foundation Work,4,20,1,5
A323,W006,T001,20,15.9,100.0,115.4,True,9,General Labor,5,0.93,0.86,Foundation Work,4,20,1,5
A324,W005,T003,13,15.4,78.9,82.0,False,2,General Labor,3,0.8,1.15,Plumbing Installation,1,13,3,1
A325,W009,T010,23,24.8,100.0,95.6,True,9,Electrical,5,0.61,1.02,Foundation Work,2,23,3,3
A326,W006,T009,17,15.1,100.0,107.5,True,9,General Labor,5,0.93,0.86,Framing,3,17,2,3
A327,W003,T004,13,15.5,67.3,77.1,False,5,Carpentry,2,0.7,1.08,Electrical Installation,2,13,1,3
A328,W005,T005,20,24.3,79.2,81.2,False,2,General Labor,3,0.8,1.15,Foundation Work,5,20,3,4
A329,W003,T009,17,19.9,60.0,75.3,False,5,Carpentry,2,0.7,1.08,Framing,3,17,2,3
A330,W002,T005,20,21.8,67.1,81.8,True,6,General Labor,2,0.63,0.99,Foundation Work,5,20,3,4
A331,W007,T005,20,21.3,100.0,96.3,True,13,Plumbing,5,0.65,1.14,Foundation Work,5,20,3,4
A332,W003,T006,9,10.1,64.5,79.4,False,5,Carpentry,2,0.7,1.08,Plumbing Installation,4,9,1,4
A333,W010,T008,4,3.5,100.0,108.3,True,17,Plumbing,5,0.68,0.95,Finishing,2,4,1,5
A334,W007,T004,13,13.3,100.0,98.4,True,13,Plumbing,5,0.65,1.14,Electrical Installation,2,13,1,3
A335,W002,T002,16,17.0,65.8,82.8,True,6,General Labor,2,0.63,0.99,Framing,2,16,1,3
A336,W001,T001,20,26.2,98.5,85.1,False,1,Carpentry,4,0.72,1.15,Foundation Work,4,20,1,5
A337,W008,T005,20,13.5,60.8,113.4,True,17,HVAC,2,0.84,0.8,Foundation Work,5,20,3,4
A338,W001,T008,4,5.1,91.4,83.9,False,1,Carpentry,4,0.72,1.15,Finishing,2,4,1,5
A339,W001,T005,20,25.9,94.0,83.9,False,1,Carpentry,4,0.72,1.15,Foundation Work,5,20,3,4
A340,W002,T003,13,12.3,61.5,87.9,True,6,General Labor,2,0.63,0.99,Plumbing Installation,1,13,3,1
A341,W006,T008,4,3.4,100.0,111.4,True,9,General Labor,5,0.93,0.86,Finishing,2,4,1,5
A342,W007,T007,6,6.6,100.0,94.5,False,13,Plumbing,5,0.65,1.14,Finishing,2,6,1,3
A343,W003,T007,6,6.3,63.2,82.7,True,5,Carpentry,2,0.7,1.08,Finishing,2,6,1,3
A344,W002,T002,16,15.2,66.2,89.7,True,6,General Labor,2,0.63,0.99,Framing,2,16,1,3
A345,W010,T008,4,3.7,100.0,104.8,True,17,Plumbing,5,0.68,0.95,Finishing,2,4,1,5
A346,W008,T001,20,15.7,69.2,104.2,True,17,HVAC,2,0.84,0.8,Foundation Work,4,20,1,5
A347,W004,T010,23,21.9,82.4,95.9,True,14,HVAC,4,0.74,1.09,Foundation Work,2,23,3,3
A348,W006,T006,9,7.5,100.0,112.0,True,9,General Labor,5,0.93,0.86,Plumbing Installation,4,9,1,4
A349,W009,T010,23,21.4,100.0,104.5,True,9,Electrical,5,0.61,1.02,Foundation Work,2,23,3,3
A350,W003,T002,16,19.4,67.1,76.4,False,5,Carpentry,2,0.7,1.08,Framing,2,16,1,3
A351,W002,T009,17,18.9,65.8,80.4,False,6,General Labor,2,0.63,0.99,Framing,3,17,2,3
A352,W005,T010,23,31.4,79.6,75.8,False,2,General Labor,3,0.8,1.15,Foundation Work,2,23,3,3
A353,W005,T002,16,18.3,71.2,80.9,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A354,W007,T003,13,12.4,100.0,103.1,True,13,Plumbing,5,0.65,1.14,Plumbing Installation,1,13,3,1
A355,W005,T007,6,7.9,73.1,74.9,False,2,General Labor,3,0.8,1.15,Finishing,2,6,1,3
A356,W004,T001,20,23.0,98.8,91.7,False,14,HVAC,4,0.74,1.09,Foundation Work,4,20,1,5
A357,W003,T006,9,9.2,60.1,82.6,True,5,Carpentry,2,0.7,1.08,Plumbing Installation,4,9,1,4
A358,W004,T003,13,13.7,96.1,95.5,True,14,HVAC,4,0.74,1.09,Plumbing Installation,1,13,3,1
A359,W002,T003,13,13.0,67.6,87.0,True,6,General Labor,2,0.63,0.99,Plumbing Installation,1,13,3,1
A360,W001,T008,4,4.7,85.0,85.0,False,1,Carpentry,4,0.72,1.15,Finishing,2,4,1,5
A361,W002,T008,4,4.5,68.2,80.3,False,6,General Labor,2,0.63,0.99,Finishing,2,4,1,5
A362,W001,T007,6,6.8,98.6,92.0,False,1,Carpentry,4,0.72,1.15,Finishing,2,6,1,3
A363,W010,T010,23,20.1,100.0,108.6,True,17,Plumbing,5,0.68,0.95,Foundation Work,2,23,3,3
A364,W005,T008,4,5.2,76.7,77.1,False,2,General Labor,3,0.8,1.15,Finishing,2,4,1,5
A365,W008,T003,13,9.4,60.9,107.1,True,17,HVAC,2,0.84,0.8,Plumbing Installation,1,13,3,1
A366,W008,T005,20,15.9,64.7,101.1,True,17,HVAC,2,0.84,0.8,Foundation Work,5,20,3,4
A367,W005,T002,16,21.5,74.1,74.3,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A368,W010,T003,13,10.8,100.0,112.3,True,17,Plumbing,5,0.68,0.95,Plumbing Installation,1,13,3,1
A369,W006,T003,13,11.4,100.0,108.6,True,9,General Labor,5,0.93,0.86,Plumbing Installation,1,13,3,1
A370,W003,T003,13,13.8,60.8,80.7,True,5,Carpentry,2,0.7,1.08,Plumbing Installation,1,13,3,1
A371,W010,T007,6,5.2,100.0,109.6,True,17,Plumbing,5,0.68,0.95,Finishing,2,6,1,3
A372,W010,T004,13,11.8,100.0,106.1,True,17,Plumbing,5,0.68,0.95,Electrical Installation,2,13,1,3
A373,W006,T002,16,13.8,100.0,109.8,True,9,General Labor,5,0.93,0.86,Framing,2,16,1,3
A374,W003,T001,20,21.2,66.4,83.1,True,5,Carpentry,2,0.7,1.08,Foundation Work,4,20,1,5
A375,W001,T007,6,7.8,97.5,85.2,False,1,Carpentry,4,0.72,1.15,Finishing,2,6,1,3
A376,W004,T006,9,10.1,88.2,88.5,False,14,HVAC,4,0.74,1.09,Plumbing Installation,4,9,1,4
A377,W005,T005,20,22.4,76.3,84.2,False,2,General Labor,3,0.8,1.15,Foundation Work,5,20,3,4
A378,W009,T002,16,15.3,100.0,102.5,True,9,Electrical,5,0.61,1.02,Framing,2,16,1,3
A379,W004,T007,6,6.3,88.0,92.3,True,14,HVAC,4,0.74,1.09,Finishing,2,6,1,3
A380,W005,T003,13,14.8,73.0,82.1,False,2,General Labor,3,0.8,1.15,Plumbing Installation,1,13,3,1
A381,W003,T008,4,4.5,60.4,77.1,False,5,Carpentry,2,0.7,1.08,Finishing,2,4,1,5
A382,W003,T008,4,5.0,60.4,72.5,False,5,Carpentry,2,0.7,1.08,Finishing,2,4,1,5
A383,W003,T004,13,15.8,69.4,77.1,False,5,Carpentry,2,0.7,1.08,Electrical Installation,2,13,1,3
A384,W008,T004,13,10.5,64.4,99.8,True,17,HVAC,2,0.84,0.8,Electrical Installation,2,13,1,3
A385,W001,T009,17,20.1,81.7,83.3,False,1,Carpentry,4,0.72,1.15,Framing,3,17,2,3
A386,W005,T001,20,23.0,74.5,82.0,False,2,General Labor,3,0.8,1.15,Foundation Work,4,20,1,5
A387,W007,T001,20,20.9,100.0,97.4,True,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A388,W009,T002,16,15.3,100.0,102.8,True,9,Electrical,5,0.61,1.02,Framing,2,16,1,3
A389,W001,T004,13,15.1,97.4,90.8,False,1,Carpentry,4,0.72,1.15,Electrical Installation,2,13,1,3
A390,W001,T003,13,17.1,82.1,78.6,False,1,Carpentry,4,0.72,1.15,Plumbing Installation,1,13,3,1
A391,W006,T005,20,17.6,100.0,108.3,True,9,General Labor,5,0.93,0.86,Foundation Work,5,20,3,4
A392,W003,T008,4,4.2,68.1,84.7,True,5,Carpentry,2,0.7,1.08,Finishing,2,4,1,5
A393,W004,T009,17,18.4,93.5,92.9,True,14,HVAC,4,0.74,1.09,Framing,3,17,2,3
A394,W007,T009,17,17.7,100.0,97.7,True,13,Plumbing,5,0.65,1.14,Framing,3,17,2,3
A395,W007,T010,23,27.0,100.0,91.1,False,13,Plumbing,5,0.65,1.14,Foundation Work,2,23,3,3
A396,W005,T006,9,11.8,70.7,73.9,False,2,General Labor,3,0.8,1.15,Plumbing Installation,4,9,1,4
A397,W009,T008,4,4.1,100.0,99.1,True,9,Electrical,5,0.61,1.02,Finishing,2,4,1,5
A398,W008,T006,9,6.5,60.6,106.7,True,17,HVAC,2,0.84,0.8,Plumbing Installation,4,9,1,4
A399,W005,T010,23,31.3,76.1,74.5,False,2,General Labor,3,0.8,1.15,Foundation Work,2,23,3,3
A400,W003,T010,23,27.6,62.8,75.1,False,5,Carpentry,2,0.7,1.08,Foundation Work,2,23,3,3
A401,W006,T004,13,11.5,100.0,107.7,True,9,General Labor,5,0.93,0.86,Electrical Installation,2,13,1,3
A402,W005,T009,17,22.1,79.6,78.0,False,2,General Labor,3,0.8,1.15,Framing,3,17,2,3
A403,W010,T010,23,21.9,100.0,103.0,True,17,Plumbing,5,0.68,0.95,Foundation Work,2,23,3,3
A404,W004,T007,6,6.0,95.2,98.4,True,14,HVAC,4,0.74,1.09,Finishing,2,6,1,3
A405,W006,T010,23,20.0,100.0,109.0,True,9,General Labor,5,0.93,0.86,Foundation Work,2,23,3,3
A406,W002,T006,9,9.9,67.3,81.5,True,6,General Labor,2,0.63,0.99,Plumbing Installation,4,9,1,4
A407,W004,T010,23,25.4,96.2,92.8,False,14,HVAC,4,0.74,1.09,Foundation Work,2,23,3,3
A408,W007,T001,20,19.9,100.0,100.2,True,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A409,W004,T005,20,21.8,83.9,88.6,True,14,HVAC,4,0.74,1.09,Foundation Work,5,20,3,4
A410,W005,T006,9,11.9,72.7,74.5,False,2,General Labor,3,0.8,1.15,Plumbing Installation,4,9,1,4
A411,W004,T008,4,4.4,97.3,93.9,True,14,HVAC,4,0.74,1.09,Finishing,2,4,1,5
A412,W005,T003,13,15.8,78.6,80.8,False,2,General Labor,3,0.8,1.15,Plumbing Installation,1,13,3,1
A413,W009,T008,4,4.1,100.0,99.0,True,9,Electrical,5,0.61,1.02,Finishing,2,4,1,5
A414,W010,T005,20,16.2,100.0,114.1,True,17,Plumbing,5,0.68,0.95,Foundation Work,5,20,3,4
A415,W007,T003,13,13.4,100.0,98.1,True,13,Plumbing,5,0.65,1.14,Plumbing Installation,1,13,3,1
A416,W001,T007,6,7.0,98.0,90.3,False,1,Carpentry,4,0.72,1.15,Finishing,2,6,1,3
A417,W003,T005,20,23.0,64.5,78.0,False,5,Carpentry,2,0.7,1.08,Foundation Work,5,20,3,4
A418,W004,T006,9,9.3,84.8,91.8,True,14,HVAC,4,0.74,1.09,Plumbing Installation,4,9,1,4
A419,W010,T002,16,13.8,100.0,109.6,True,17,Plumbing,5,0.68,0.95,Framing,2,16,1,3
A420,W007,T001,20,22.4,100.0,93.5,False,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A421,W004,T009,17,18.5,93.5,92.5,True,14,HVAC,4,0.74,1.09,Framing,3,17,2,3
A422,W005,T002,16,21.3,79.1,76.7,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A423,W009,T003,13,14.2,100.0,95.0,True,9,Electrical,5,0.61,1.02,Plumbing Installation,1,13,3,1
A424,W007,T005,20,24.3,100.0,89.4,False,13,Plumbing,5,0.65,1.14,Foundation Work,5,20,3,4
A425,W007,T003,13,12.1,100.0,104.5,True,13,Plumbing,5,0.65,1.14,Plumbing Installation,1,13,3,1
A426,W005,T002,16,19.5,79.0,80.8,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A427,W003,T003,13,15.9,63.2,74.4,False,5,Carpentry,2,0.7,1.08,Plumbing Installation,1,13,3,1
A428,W004,T001,20,19.4,86.3,96.4,True,14,HVAC,4,0.74,1.09,Foundation Work,4,20,1,5
A429,W008,T003,13,8.9,64.2,113.5,True,17,HVAC,2,0.84,0.8,Plumbing Installation,1,13,3,1
A430,W010,T003,13,9.6,100.0,121.2,True,17,Plumbing,5,0.68,0.95,Plumbing Installation,1,13,3,1
A431,W005,T006,9,10.7,77.6,81.5,False,2,General Labor,3,0.8,1.15,Plumbing Installation,4,9,1,4
A432,W006,T001,20,16.8,100.0,111.3,True,9,General Labor,5,0.93,0.86,Foundation Work,4,20,1,5
A433,W009,T003,13,13.1,100.0,99.4,True,9,Electrical,5,0.61,1.02,Plumbing Installation,1,13,3,1
A434,W003,T005,20,20.4,67.5,85.8,True,5,Carpentry,2,0.7,1.08,Foundation Work,5,20,3,4
A435,W009,T005,20,21.3,100.0,96.5,True,9,Electrical,5,0.61,1.02,Foundation Work,5,20,3,4
A436,W006,T003,13,12.2,100.0,103.8,True,9,General Labor,5,0.93,0.86,Plumbing Installation,1,13,3,1
A437,W001,T006,9,11.0,88.1,84.5,False,1,Carpentry,4,0.72,1.15,Plumbing Installation,4,9,1,4
A438,W002,T006,9,8.4,65.5,90.5,True,6,General Labor,2,0.63,0.99,Plumbing Installation,4,9,1,4
A439,W001,T004,13,15.0,81.9,84.8,False,1,Carpentry,4,0.72,1.15,Electrical Installation,2,13,1,3
A440,W001,T003,13,15.0,94.7,89.9,False,1,Carpentry,4,0.72,1.15,Plumbing Installation,1,13,3,1
A441,W005,T002,16,21.0,77.4,76.7,False,2,General Labor,3,0.8,1.15,Framing,2,16,1,3
A442,W006,T008,4,3.8,100.0,103.2,True,9,General Labor,5,0.93,0.86,Finishing,2,4,1,5
A443,W002,T007,6,5.8,66.3,88.7,True,6,General Labor,2,0.63,0.99,Finishing,2,6,1,3
A444,W009,T003,13,13.7,100.0,97.1,True,9,Electrical,5,0.61,1.02,Plumbing Installation,1,13,3,1
A445,W007,T010,23,27.4,100.0,90.3,False,13,Plumbing,5,0.65,1.14,Foundation Work,2,23,3,3
A446,W003,T001,20,24.9,66.8,74.9,False,5,Carpentry,2,0.7,1.08,Foundation Work,4,20,1,5
A447,W002,T009,17,19.0,68.8,81.3,False,6,General Labor,2,0.63,0.99,Framing,3,17,2,3
A448,W009,T006,9,9.5,100.0,97.0,True,9,Electrical,5,0.61,1.02,Plumbing Installation,4,9,1,4
A449,W009,T001,20,19.3,100.0,102.1,True,9,Electrical,5,0.61,1.02,Foundation Work,4,20,1,5
A450,W008,T006,9,6.5,65.0,109.3,True,17,HVAC,2,0.84,0.8,Plumbing Installation,4,9,1,4
A451,W006,T008,4,3.5,100.0,109.4,True,9,General Labor,5,0.93,0.86,Finishing,2,4,1,5
A452,W006,T002,16,15.1,100.0,103.4,True,9,General Labor,5,0.93,0.86,Framing,2,16,1,3
A453,W009,T010,23,25.5,100.0,94.2,False,9,Electrical,5,0.61,1.02,Foundation Work,2,23,3,3
A454,W006,T008,4,3.7,100.0,104.6,True,9,General Labor,5,0.93,0.86,Finishing,2,4,1,5
A455,W003,T006,9,11.0,67.8,76.2,False,5,Carpentry,2,0.7,1.08,Plumbing Installation,4,9,1,4
A456,W010,T002,16,15.2,100.0,103.3,True,17,Plumbing,5,0.68,0.95,Framing,2,16,1,3
A457,W008,T008,4,3.0,68.4,108.4,True,17,HVAC,2,0.84,0.8,Finishing,2,4,1,5
A458,W007,T001,20,23.1,100.0,91.9,False,13,Plumbing,5,0.65,1.14,Foundation Work,4,20,1,5
A459,W010,T006,9,7.1,100.0,115.7,True,17,Plumbing,5,0.68,0.95,Plumbing Installation,4,9,1,4
A460,W009,T008,4,3.7,100.0,104.5,True,9,Electrical,5,0.61,1.02,Finishing,2,4,1,5
A461,W005,T003,13,15.2,73.4,80.5,False,2,General Labor,3,0.8,1.15,Plumbing Installation,1,13,3,1
A462,W007,T010,23,23.9,100.0,97.7,True,13,Plumbing,5,0.65,1.14,Foundation Work,2,23,3,3
A463,W009,T001,20,22.5,100.0,93.2,False,9,Electrical,5,0.61,1.02,Foundation Work,4,20,1,5
A464,W005,T005,20,22.8,72.2,81.4,False,2,General Labor,3,0.8,1.15,Foundation Work,5,20,3,4
A465,W008,T001,20,15.3,65.0,104.4,True,17,HVAC,2,0.84,0.8,Foundation Work,4,20,1,5
A466,W007,T009,17,20.1,100.0,90.7,False,13,Plumbing,5,0.65,1.14,Framing,3,17,2,3
A467,W006,T004,13,12.1,100.0,104.6,True,9,General Labor,5,0.93,0.86,Electrical Installation,2,13,1,3
A468,W005,T009,17,20.4,77.3,80.9,False,2,General Labor,3,0.8,1.15,Framing,3,17,2,3
A469,W005,T005,20,22.6,76.7,83.9,False,2,General Labor,3,0.8,1.15,Foundation Work,5,20,3,4
A470,W008,T009,17,13.5,60.3,99.8,True,17,HVAC,2,0.84,0.8,Framing,3,17,2,3
A471,W002,T005,20,19.2,68.0,89.8,True,6,General Labor,2,0.63,0.99,Foundation Work,5,20,3,4
A472,W001,T009,17,21.8,92.8,84.0,False,1,Carpentry,4,0.72,1.15,Framing,3,17,2,3
A473,W006,T007,6,5.7,100.0,103.3,True,9,General Labor,5,0.93,0.86,Finishing,2,6,1,3
A474,W005,T006,9,12.1,72.1,73.5,False,2,General Labor,3,0.8,1.15,Plumbing Installation,4,9,1,4
A475,W008,T002,16,12.1,69.3,107.0,True,17,HVAC,2,0.84,0.8,Framing,2,16,1,3
A476,W007,T009,17,17.4,100.0,98.5,True,13,Plumbing,5,0.65,1.14,Framing,3,17,2,3
A477,W003,T009,17,19.8,62.1,76.4,False,5,Carpentry,2,0.7,1.08,Framing,3,17,2,3
A478,W007,T002,16,15.9,100.0,100.2,True,13,Plumbing,5,0.65,1.14,Framing,2,16,1,3
A479,W006,T005,20,16.4,100.0,113.2,True,9,General Labor,5,0.93,0.86,Foundation Work,5,20,3,4
A480,W003,T010,23,27.6,64.0,75.6,False,5,Carpentry,2,0.7,1.08,Foundation Work,2,23,3,3
A481,W001,T001,20,24.8,94.4,86.2,False,1,Carpentry,4,0.72,1.15,Foundation Work,4,20,1,5
A482,W003,T002,16,16.7,64.2,83.3,True,5,Carpentry,2,0.7,1.08,Framing,2,16,1,3
A483,W009,T005,20,20.1,100.0,99.8,True,9,Electrical,5,0.61,1.02,Foundation Work,5,20,3,4
A484,W003,T007,6,6.8,64.3,78.3,False,5,Carpentry,2,0.7,1.08,Finishing,2,6,1,3
A485,W009,T007,6,6.5,100.0,95.0,True,9,Electrical,5,0.61,1.02,Finishing,2,6,1,3
